0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
10,-2.9952931,0.10462461,-0.78843355,0.073567815,0.051770646,0.019533833,-0.19536927,0.14075741,-0.04997931,0.14659974,-0.11859294,0.0020821337,0.48563182,0.00560002,-0.073944494,0.5436753,0.13490845,-0.037872728,-0.011039914,-0.107743874,-0.025090428,-0.32432917,0.1278708,0.04914607,-0.207281,-0.1383535,0.10326597,-0.0057914387,-0.059391122,-0.042197794,-0.061279997,0.034441482,-0.033497874,-0.04705849,0.014475028,-0.04241996,-0.14620481,0.21776786,-0.053584047,0.008477981,-0.24843399,-0.32694972,-0.09213861,0.024535162,0.30466667,0.029890595,0.14781964,-0.05365337,0.16180766,-0.38198557,-1.0278281,0.02297427,0.17504333,0.6468683,0.4593505,-1.4274719,0.47025323,-0.07245131,1.436472,-1.049074,0.043900434,-0.12539427,0.09139202,-0.14478186,0.14979097,-0.12888847,0.004326186,0.026641563,-0.4108064,-0.029498566,-0.05588398,0.41789648
11,-2.9241185,0.13807385,-0.9504889,0.040671036,0.06681682,0.07454891,-0.20089057,0.11371514,-0.078353964,0.17894225,-0.09671102,-0.004882587,0.5508231,-0.0033610896,-0.084999554,0.57666653,0.11126127,-0.02011449,-0.0016577446,-0.08715164,-0.02980188,-0.33176455,0.13297732,0.0285524,-0.21968251,-0.15229064,0.112224594,-0.010303702,-0.037648864,-0.039960805,-0.08399049,0.03617169,-0.020328237,-0.06079475,-0.0050793495,-0.038144596,-0.16127671,0.15708007,-0.04119288,0.05152694,-0.15884048,-0.33959427,-0.09679345,0.020119399,0.31672302,0.0047662817,0.07813454,-0.02692138,0.17863604,-0.25450155,-1.0538206,0.0045974045,0.20567155,0.64450127,0.50309575,-1.4549248,0.43880966,-0.089028284,1.4718645,-1.0355731,0.053693213,-0.13310722,0.06711221,-0.1411933,0.1648884,-0.14243956,-0.021749144,0.037679836,-0.41045955,-0.0473355,-0.0775991,0.42350152
12,-2.9521742,0.14395882,-1.0307437,0.06189475,0.066631906,0.08902246,-0.15928546,0.08726784,-0.09296866,0.15100268,-0.081837066,-0.005894609,0.4985529,-0.030714381,-0.077080816,0.5431223,0.103038825,-0.01300731,0.015772471,-0.071382724,-0.03732045,-0.32498008,0.15074283,0.010416902,-0.21692869,-0.15904742,0.10618304,0.0060161157,-0.02760138,-0.040745456,-0.09352674,0.039533194,-3.3240697e-06,-0.05725113,-0.0026770548,-0.027733408,-0.09393293,0.09913738,-0.029033873,0.07547203,-0.08492218,-0.327408,-0.0821475,0.0106914295,0.2800194,0.038655367,0.019662222,-0.006868553,0.18153153,-0.20484932,-1.0242182,0.06302861,0.20228164,0.59665006,0.5323756,-1.5420434,0.38961983,0.062760346,1.5883061,-0.92791575,0.076056734,-0.13951406,0.06389105,-0.12436579,0.16979325,-0.1382317,-0.03777563,0.05487585,-0.3977992,-0.05774486,-0.08923225,0.39793506
13,-2.9541745,0.17745437,-1.0531312,0.0636754,0.061992314,0.10040242,-0.11410813,0.077892154,-0.0975705,0.14944558,-0.076856956,-0.009339539,0.45320147,-0.015706914,-0.080446124,0.49700922,0.09468685,-0.011436997,0.026354644,-0.08670818,-0.044639833,-0.29144213,0.14060643,0.012403234,-0.2049661,-0.15176418,0.10965475,0.013671362,-0.031242652,-0.04393828,-0.095433384,0.045958158,0.0011001483,-0.030017149,-0.011213493,-0.02814918,-0.04266995,0.14465243,-0.06557732,0.048244204,-0.16412231,-0.31402448,-0.041652814,0.037475325,0.2766128,0.066755295,0.07136319,-0.013628792,0.19037706,-0.3743471,-1.0420337,0.10592511,0.19624248,0.6977208,0.5216379,-1.6965858,0.42411488,0.16754441,1.6356913,-0.8642051,0.083736,-0.16437376,0.10684977,-0.1361638,0.17268132,-0.13644962,-0.022199428,0.051179916,-0.38745263,-0.06045611,-0.08190689,0.39290476
14,2.9280057,-0.17196,1.0807761,0.037983235,0.05057087,0.08377046,-0.092832156,0.060024124,-0.100554585,0.15918536,-0.06026331,-0.011799156,0.4108297,-0.007071392,-0.0774618,0.42772472,0.08496349,-0.0119817685,0.029528003,-0.08362053,-0.043824457,-0.26899496,0.14577214,0.009020871,-0.16984095,-0.14826635,0.11874507,0.023276176,-0.0223014,-0.03824826,-0.08433304,0.040114224,0.005417874,-0.021044515,-0.023139432,-0.026974807,-0.021706594,0.11726686,-0.052156135,0.061690755,-0.13574907,-0.31766334,-0.023355894,0.018920772,0.28233004,0.083339155,0.061067656,0.0063457764,0.19019042,-0.3452188,-1.048122,0.1333817,0.18296202,0.7499271,0.4826148,-1.7414746,0.4554369,0.19774537,1.6361835,-0.83507514,0.077056944,-0.17814955,0.11956743,-0.13064794,0.17987022,-0.13847698,-0.012235881,0.057074867,-0.38618723,-0.057433344,-0.08893819,0.39047873
15,2.8748808,-0.15779169,1.105563,0.089865364,0.050401665,0.09273849,-0.0311227,0.07718853,-0.07681921,0.13112187,-0.0718994,-0.022236722,0.35350916,-0.019335581,-0.06477491,0.32668242,0.11392473,-0.02835179,0.031534046,-0.11751518,-0.059934117,-0.2448684,0.1432074,0.0047140224,-0.15283771,-0.15105505,0.13084587,0.00974726,-0.039363295,-0.045770604,-0.07809655,0.03310609,-0.0051439805,0.0043807616,-0.03151586,-0.033125892,-0.0031380688,0.19682252,-0.077647954,0.040669605,-0.22910455,-0.32032582,-0.02548958,0.013271907,0.2789401,0.1081064,0.14087836,0.0110490555,0.21110049,-0.453683,-1.0083802,0.12659325,0.18539837,0.7349682,0.54083604,-1.682036,0.40328616,0.14850499,1.6925498,-0.8788881,0.106647775,-0.20311503,0.12521628,-0.16859089,0.1884371,-0.11973859,-0.0040565124,0.060639072,-0.38860467,-0.052670367,-0.09973704,0.4160552
16,2.8342698,-0.18696937,1.2222049,0.061783347,0.05190321,0.10101171,-0.01889515,0.050373152,-0.0901295,0.14888586,-0.04833263,-0.030175904,0.31727505,-0.023193967,-0.060352873,0.2851605,0.09771139,-0.03487329,0.034979668,-0.100199305,-0.07539331,-0.247884,0.15374589,-0.010276984,-0.14542529,-0.16121249,0.14119251,0.025892239,-0.019603143,-0.053063937,-0.07124113,0.0319186,0.0070161405,0.0065391846,-0.038379792,-0.03427977,-0.015558862,0.119605534,-0.07006792,0.074672006,-0.15216203,-0.29699665,-0.023388492,0.0043518147,0.23644702,0.07584663,0.08316402,0.0446961,0.21651706,-0.31778243,-0.9869274,0.1506023,0.1890613,0.67355376,0.52655923,-1.7833266,0.3970714,0.22579396,1.8137164,-0.8302835,0.106118955,-0.21919857,0.13500336,-0.15133421,0.22199531,-0.1413726,-0.0109635815,0.07393421,-0.3826706,-0.058109522,-0.116603315,0.40697205
17,2.766432,-0.20317158,1.3501266,0.050711688,0.057599895,0.115905546,-0.004177405,0.045735218,-0.0964329,0.14669271,-0.04295392,-0.028649889,0.24359743,-0.041222516,-0.04765275,0.26404104,0.11790242,-0.038543697,0.031653777,-0.098125465,-0.07641061,-0.24477246,0.16098455,-0.017454594,-0.14391759,-0.16987397,0.14773282,0.023760319,-0.015974345,-0.056979932,-0.05334106,0.018929949,0.015521832,0.028440274,-0.036771994,-0.04051601,0.010528642,0.08788899,-0.071961366,0.074163914,-0.18016274,-0.26162133,-0.036284897,0.028469758,0.19072892,0.06074517,0.06567088,0.061129335,0.22240542,-0.32165724,-0.97109383,0.10695335,0.17720413,0.5803414,0.59887373,-1.7208565,0.33089992,0.21051544,1.7520889,-0.81149817,0.098490715,-0.22900023,0.11186563,-0.16760378,0.21094,-0.12686016,0.0010604535,0.08524542,-0.3829517,-0.045691732,-0.130624,0.40992978
18,2.7059338,-0.20865881,1.4590789,0.04790434,0.0808893,0.15259954,-0.0006586697,0.03698651,-0.09039361,0.14184348,-0.043021258,-0.045674153,0.2287885,-0.055713486,-0.04537864,0.2910487,0.11121722,-0.036718328,0.026766973,-0.10481658,-0.08846907,-0.2523241,0.17014644,-0.029041974,-0.15582056,-0.17819084,0.14699383,0.017879121,-0.025749514,-0.06875065,-0.038015507,0.010370039,0.020511542,0.033701703,-0.033856697,-0.04353273,0.013620482,0.06249275,-0.07323295,0.0781851,-0.20646603,-0.24596225,-0.052935485,0.02654397,0.15966302,0.042552013,0.045527466,0.082528174,0.2138233,-0.30652735,-0.93551487,0.07276081,0.1603696,0.50965756,0.6604574,-1.5564117,0.22090384,0.16482054,1.7456906,-0.8219163,0.09828455,-0.22494373,0.07667214,-0.19803329,0.20376073,-0.10778336,0.0014806684,0.09446295,-0.3819189,-0.03530354,-0.14231727,0.4143972
19,2.6997235,-0.23367028,1.483851,0.012190883,0.07414276,0.16963513,-0.009328322,0.06305926,-0.094358295,0.17483391,-0.054475624,-0.038049627,0.22682793,-0.086990476,-0.04026052,0.3253587,0.15671253,-0.044367615,0.014572555,-0.108878925,-0.06802202,-0.2669531,0.14059268,-0.011377491,-0.17618099,-0.15799819,0.12789229,0.0046453755,-0.03963029,-0.061419986,-0.015413965,0.014432501,0.018899417,0.030188235,-0.038496792,-0.037782993,0.020050524,0.07810683,-0.033783432,0.069672555,-0.2353065,-0.27630126,-0.102552064,0.03591412,0.18577266,0.061569937,0.052250348,0.0724673,0.17956996,-0.3124911,-0.91861963,-0.03648584,0.21648735,0.4478606,0.6338151,-1.2794274,0.17926584,-0.094123386,1.6260812,-0.96078265,0.05438965,-0.16760892,0.051873866,-0.2400099,0.16229798,-0.14040403,0.0028156561,0.08364101,-0.4005717,-0.0185357,-0.12721689,0.43668064
20,2.5671096,-0.28829697,1.739302,-0.029817382,0.075842544,0.20303781,0.03128615,0.02621674,-0.11643186,0.17217132,-0.043632254,-0.034573868,0.17788036,-0.123248085,-0.040328998,0.28578377,0.16801469,-0.04252632,0.004232187,-0.09776441,-0.06899139,-0.26809034,0.15667537,-0.032505564,-0.15417522,-0.16767457,0.13236381,0.009818239,-0.0461794,-0.06892042,-0.009678585,4.173816e-05,0.03656884,0.034775283,-0.011898376,-0.055438038,0.03343276,0.0059412597,-0.015589057,0.07168485,-0.18337743,-0.2677155,-0.10460163,0.0039850683,0.12823398,0.048745032,0.0011733988,0.08456004,0.1435021,-0.28414214,-0.8836034,-0.03630388,0.09734317,0.34577078,0.55738145,-0.9845634,0.02741824,-0.113607526,1.3618888,-0.8160297,0.06923535,-0.16624874,-0.0065788794,-0.2096033,0.1139854,-0.07237178,0.021382146,0.08567182,-0.38520283,0.008232782,-0.12682118,0.40053275
21,2.5160875,-0.3272932,1.8350132,-0.026432574,0.08373316,0.19426659,0.052443523,0.031296186,-0.08131014,0.17059657,-0.045929667,-0.026973657,0.07055319,-0.13782313,-0.028613066,0.28277805,0.14646322,-0.041614156,-0.0065389266,-0.0957244,-0.06479384,-0.25599098,0.14710811,-0.03473231,-0.19255051,-0.1690199,0.10592322,0.006518457,-0.045794092,-0.07192534,0.0057260925,0.00019563972,0.04395867,0.049512025,-0.0045917258,-0.0388535,0.044969223,0.00762004,0.0048844274,0.06738399,-0.19679733,-0.27780154,-0.13951692,0.033389766,0.1200915,0.057888962,-0.011631105,0.07597403,0.12436762,-0.2689485,-0.8915125,-0.115896575,0.1691531,0.29486024,0.410002,-0.73196036,-0.02867159,-0.25244287,1.3900585,-0.92877877,0.043601353,-0.14106366,-0.029428773,-0.2639649,0.10449155,-0.10805224,0.01941823,0.08204751,-0.39083636,0.028698336,-0.12130756,0.41419607
22,2.5016904,-0.34025183,1.8244543,-0.019092884,0.06788069,0.17642933,0.06524452,0.037314497,-0.06978914,0.1632232,-0.033359908,-0.032294862,0.055586986,-0.16848552,-0.036448013,0.32714742,0.14313895,-0.04005153,-0.0019119086,-0.08648653,-0.06733637,-0.2433147,0.14208631,-0.03431414,-0.19671378,-0.16852167,0.09469355,0.00471407,-0.036781427,-0.08330337,-0.008486979,0.013475443,0.050536662,0.04248097,0.01436613,-0.034252178,0.030463235,-0.051329233,0.016548185,0.07166754,-0.17296296,-0.28113616,-0.15926138,0.06475228,0.10982645,0.03642799,-0.08636417,0.080856614,0.10797928,-0.22922276,-0.876586,-0.14439054,0.20264666,0.26097807,0.3191155,-0.67664015,-0.015973091,-0.31522143,1.3959191,-0.95732266,0.029540787,-0.12723222,-0.03555176,-0.25323123,0.10051131,-0.12791751,0.009336902,0.078723766,-0.38957193,0.028896384,-0.11228039,0.40582702
23,2.4586613,-0.3013852,1.888341,-0.052236483,0.07489947,0.19315587,0.10099583,-0.0092639,-0.095148176,0.18281446,-0.016531287,-0.024257468,0.048804946,-0.20717278,-0.034846462,0.25917223,0.16059746,-0.04012519,-0.013547957,-0.05201257,-0.11101348,-0.26611942,0.2145997,-0.10812679,-0.19170424,-0.17816752,0.110980466,0.0067119147,-0.009501099,-0.10394356,0.0024196869,-0.032045677,0.087059356,0.038528215,0.04447116,-0.057514362,0.022699302,-0.20794056,-0.055572446,0.0461048,-0.11479614,-0.18775116,-0.13955893,0.08826039,-0.0639712,-0.07385313,-0.13085379,0.11407918,0.07698583,-0.20381497,-0.8530605,-0.19807926,0.06718689,0.005443838,0.18203184,-0.61959285,-0.11769685,-0.43635598,0.5401682,-0.331032,-0.03623514,-0.13655618,-0.108154304,-0.1870104,0.053181227,-0.00041655646,0.04209798,0.118265614,-0.37975886,0.043038372,-0.146321,0.35673252
24,2.4813554,-0.3280322,1.8504571,-0.08533903,0.062141538,0.18091874,0.06377451,-0.0013365701,-0.11674033,0.19385457,-0.0073617017,-0.032048974,0.07700485,-0.17623024,-0.04472353,0.31853804,0.14314722,-0.029439796,-0.003281533,-0.060637847,-0.082210645,-0.24115582,0.17675093,-0.07501575,-0.18396713,-0.17731057,0.11302673,0.005221303,-0.005083401,-0.0864074,-0.010706104,-0.00351412,0.07118466,0.027408209,0.013675761,-0.04677619,0.00679995,-0.2131373,-0.0126144225,0.074084975,-0.103090614,-0.25896102,-0.14273773,0.09435124,0.06883961,-0.028798914,-0.19460322,0.1188374,0.08975786,-0.15375066,-0.8931977,-0.15189312,0.17876317,0.25162616,0.20591927,-0.6586528,0.0013640013,-0.28841463,1.0078912,-0.67743707,-0.0025058845,-0.12245239,-0.042106163,-0.21156585,0.09012403,-0.09819368,0.017505728,0.094493315,-0.38312277,0.021356814,-0.1349487,0.37763113
25,2.3608332,-0.37936768,2.0284405,-0.18529648,0.05389488,0.17138001,0.03010459,-0.0049442286,-0.08821273,0.24435337,-0.00032476234,-0.021863433,0.14838634,-0.14850354,-0.04640325,0.4057499,0.110354014,-0.025310872,-0.0034737643,-0.057863377,-0.09135079,-0.23162015,0.17684409,-0.081345126,-0.20393112,-0.16973877,0.09120701,0.0022645977,-0.0019560957,-0.085091,0.0064364667,-0.025158959,0.070837386,0.042012177,0.015584797,-0.03734341,0.007520684,-0.19669197,-0.07792149,0.056548346,-0.13021782,-0.2375673,-0.115131274,0.10337718,0.048095703,-0.059004612,-0.15167813,0.10420168,0.078995585,-0.18261951,-0.85882735,-0.1394091,0.115920514,0.22946693,0.12243776,-0.6165592,-0.06365065,-0.29720584,0.8726322,-0.4973012,-0.033184938,-0.12906376,-0.057111155,-0.2319009,0.0869013,-0.070303015,0.05897712,0.09880612,-0.3963146,0.049242232,-0.14096308,0.38371328
26,-2.3389523,0.33470696,-2.0703585,-0.21330914,0.05357133,0.16239305,0.031894144,-0.0047540236,-0.09408447,0.2435085,0.016599342,-0.0004058303,0.14673503,-0.12572773,-0.028136682,0.35902885,0.14475363,-0.03388408,-0.021421794,-0.036216762,-0.060968656,-0.2429801,0.20574068,-0.09435679,-0.1905732,-0.17790723,0.104817644,0.020101348,0.01584042,-0.04474949,0.053678982,-0.060203638,0.071692094,0.026987744,0.0068340036,-0.037401114,0.0065213605,-0.21407449,-0.07605193,0.07111526,0.0078040413,-0.05361973,-0.12200328,0.050633892,-0.07452349,-0.19553523,-0.15568231,0.11860687,0.054954357,0.061085988,-0.6763035,-0.18670882,0.08840168,0.050000936,0.24777763,-1.0313873,0.08916807,-0.29920384,1.0242019,-0.47764713,-0.12870012,-0.17441317,-0.08401111,-0.26787865,0.12294805,-0.04993323,0.09074645,0.1317009,-0.43161815,0.08690812,-0.17609228,0.4052532
27,-2.4079375,0.3154443,-1.9860808,-0.1957825,0.043032058,0.1780715,0.05130276,0.027033495,-0.08448628,0.23138435,0.017850468,-0.0057531944,0.19487302,-0.122086756,-0.0265606,0.2714775,0.19339214,-0.03966377,-0.02280716,-0.039105047,-0.08129692,-0.22549671,0.19146846,-0.09307382,-0.19521198,-0.17454788,0.099506475,0.030768665,0.023648748,-0.06165671,0.059685983,-0.05128549,0.06607579,0.031627357,-0.017710958,-0.029705307,0.025557905,-0.18297365,-0.083719656,0.08650796,0.015937157,-0.029426994,-0.14236487,0.025546297,-0.09989043,-0.16601574,-0.106997006,0.12887977,0.08984107,0.08052632,-0.6683927,-0.23544085,0.16787592,-0.02927162,0.3755515,-1.578374,0.43401536,-0.24326374,1.3719075,-0.7765234,-0.16767876,-0.19791777,-0.057475157,-0.28557914,0.16125967,-0.08113912,0.09352193,0.13249405,-0.43482792,0.07846388,-0.1754967,0.4275323
